,County,2005,2006,2007,2008    ,2009,2010,2011,2012,2013,2014,State
1760,Carson City,4.5     ,4.6     ,4.8,7.1,11.1,13.5,13.3,11.7,10.3,8.5,NV
1761,Belknap County,3.3     ,3.3     ,3.6,4.1,6.7,6.4,5.5,5.4,5.0,4.1,NH
1762,Carroll County,3.4     ,3.2     ,3.4,3.6,5.6,5.7,5.5,5.3,5.0,4.3,NH
1763,Cheshire County,3.2     ,3.2     ,3.5,3.7,5.7,5.6,5.1,5.1,4.7,4.1,NH
1764,Coos County,4.1     ,4.1     ,4.6,5.2,7.9,7.2,7.2,7.5,6.2,5.8,NH
1765,Grafton County,2.8     ,2.9     ,3.0,3.1,5.1,4.9,4.5,4.5,4.3,3.6,NH
1766,Hillsborough County,3.6     ,3.6     ,3.5,3.9,6.5,6.1,5.6,5.8,5.3,4.5,NH
1767,Merrimack County,3.1     ,3.1     ,3.3,3.6,5.6,5.3,4.9,4.9,4.6,3.8,NH
1768,Rockingham County,4.1     ,3.8     ,3.8,4.2,6.6,6.0,5.6,5.8,5.5,4.7,NH
1769,Strafford County,3.4     ,3.2     ,3.3,3.6,6.2,5.7,5.3,5.4,4.9,4.0,NH
1770,Sullivan County,2.9     ,2.9     ,3.0,3.4,5.8,5.0,4.5,4.5,4.2,3.5,NH
1771,Atlantic County,5.4     ,5.8     ,5.9,6.8,11.9,12.3,12.5,12.6,11.6,10.4,NJ
1772,Bergen County,3.7     ,3.9     ,3.4,4.4,7.8,8.0,7.7,7.7,6.7,5.4,NJ
1773,Burlington County,3.9     ,4.2     ,3.8,4.9,8.4,9.0,8.7,8.6,7.6,6.3,NJ
1774,Camden County,4.8     ,5.3     ,4.8,5.9,9.9,11.0,10.8,10.6,9.2,7.5,NJ
1775,Cape May County,6.6     ,7.0     ,6.6,7.9,11.2,14.0,14.7,15.3,14.0,12.0,NJ
1776,Cumberland County,6.4     ,7.0     ,6.5,7.9,12.5,13.0,13.0,13.1,11.7,9.9,NJ
1777,Essex County,5.6     ,5.9     ,5.3,6.4,10.3,10.8,10.8,10.7,9.6,7.9,NJ
1778,Gloucester County,4.4     ,4.8     ,4.3,5.3,9.2,10.3,10.1,10.0,8.8,7.1,NJ
1779,Hudson County,5.5     ,5.6     ,5.0,6.2,10.5,9.6,9.2,9.1,8.0,6.5,NJ
1780,Hunterdon County,3.1     ,3.4     ,2.8,3.7,6.7,7.4,6.9,6.8,5.8,4.7,NJ
1781,Mercer County,3.9     ,4.3     ,3.8,4.7,7.6,8.4,8.2,8.2,7.1,5.7,NJ
1782,Middlesex County,4.2     ,4.4     ,3.9,4.9,8.5,8.9,8.7,8.6,7.4,6.0,NJ
1783,Monmouth County,4.1     ,4.2     ,3.7,4.8,8.3,8.7,8.5,8.7,7.4,6.0,NJ
1784,Morris County,3.3     ,3.4     ,3.0,3.9,7.1,7.4,7.0,7.0,6.1,4.9,NJ
1785,Ocean County,4.7     ,5.0     ,4.6,5.8,9.5,10.3,10.4,10.6,9.1,7.2,NJ
1786,Passaic County,5.5     ,5.7     ,5.3,6.6,11.0,11.4,11.0,11.0,9.9,8.1,NJ
1787,Salem County,4.9     ,5.1     ,5.0,6.1,10.6,11.7,11.6,11.7,10.3,8.2,NJ
1788,Somerset County,3.4     ,3.5     ,3.1,4.0,7.3,7.6,7.3,7.4,6.3,5.1,NJ
1789,Sussex County,3.9     ,4.2     ,3.9,4.9,8.6,9.4,9.2,8.9,7.8,6.2,NJ
1790,Union County,4.8     ,4.9     ,4.5,5.6,9.3,9.5,9.5,9.4,8.3,6.8,NJ
1791,Warren County,4.0     ,4.2     ,3.8,4.9,8.7,9.9,9.0,8.6,7.5,6.1,NJ
1792,Bernalillo County,4.7     ,3.8     ,3.6,4.4,7.5,7.7,7.3,6.9,6.5,6.1,NM
1793,Catron County,6.7     ,5.4     ,4.9,5.3,9.2,11.6,10.2,8.6,8.0,7.1,NM
1794,Chaves County,5.8     ,4.4     ,3.9,4.3,7.0,7.6,6.8,6.5,6.3,6.0,NM
1795,Cibola County,5.6     ,4.6     ,4.2,4.6,6.8,9.5,9.0,8.1,8.0,8.0,NM
1796,Colfax County,5.3     ,4.4     ,3.5,4.4,7.6,8.2,8.1,7.8,7.0,6.1,NM
1797,Curry County,4.1     ,3.4     ,2.8,3.2,4.5,5.4,5.1,4.9,5.1,4.9,NM
1798,De Baca County,5.7     ,4.2     ,3.9,4.1,5.2,6.0,5.3,4.6,4.9,5.0,NM
1799,Dona Ana County,5.6     ,4.7     ,4.2,4.7,7.3,7.7,7.6,7.3,7.5,7.2,NM
1800,Eddy County,4.6     ,3.5     ,3.0,3.0,5.9,6.4,5.1,4.7,4.5,4.3,NM
1801,Grant County,6.0     ,4.3     ,3.8,5.0,12.8,9.6,7.3,6.7,6.8,6.6,NM
1802,Guadalupe County,7.4     ,5.3     ,5.9,6.1,7.9,10.1,10.6,10.0,8.6,7.6,NM
1803,Harding County,4.2     ,4.1     ,2.8,3.0,4.9,5.6,6.1,5.9,5.0,4.3,NM
1804,Hidalgo County,5.0     ,3.6     ,3.0,4.3,8.2,8.5,7.7,7.5,7.5,7.1,NM
1805,Lea County,4.1     ,3.1     ,2.5,2.9,7.9,7.9,5.6,4.7,4.5,4.3,NM
1806,Lincoln County,4.4     ,3.9     ,3.1,3.5,5.8,7.4,6.7,6.4,6.3,5.9,NM
1807,Los Alamos County,2.7     ,2.4     ,2.2,3.0,3.3,3.7,3.6,3.9,4.2,4.1,NM
1808,Luna County,12.9     ,10.8     ,10.1,12.1,17.5,20.5,20.5,20.2,19.2,18.0,NM
1809,McKinley County,6.6     ,5.6     ,4.6,5.5,8.3,9.9,9.9,9.5,9.9,9.8,NM
1810,Mora County,11.2     ,8.7     ,7.9,8.6,12.8,12.8,12.8,11.3,11.8,11.1,NM
1811,Otero County,4.9     ,4.2     ,3.8,4.4,6.7,7.2,6.7,6.4,6.3,6.1,NM
1812,Quay County,5.3     ,4.6     ,4.5,4.9,6.8,9.3,9.3,7.7,6.9,6.2,NM
1813,Rio Arriba County,6.0     ,5.0     ,4.8,5.5,7.6,9.1,9.2,9.0,9.2,8.3,NM
1814,Roosevelt County,3.8     ,3.1     ,2.8,3.1,4.8,6.3,5.8,5.6,5.5,5.5,NM
1815,Sandoval County,5.2     ,4.3     ,4.3,5.2,8.5,8.4,8.1,7.8,7.5,7.1,NM
1816,San Juan County,5.3     ,4.3     ,3.4,3.9,7.9,9.4,7.8,7.1,6.8,6.3,NM
1817,San Miguel County,6.2     ,4.8     ,4.2,4.9,7.3,9.5,9.4,8.6,7.9,7.7,NM
1818,Santa Fe County,4.1     ,3.4     ,3.0,3.8,6.6,6.8,6.3,5.8,5.6,5.4,NM
1819,Sierra County,5.4     ,4.4     ,3.5,4.1,5.8,9.4,9.8,9.6,9.2,8.8,NM
1820,Socorro County,4.4     ,3.7     ,3.2,3.6,5.3,7.8,7.6,6.9,7.3,7.2,NM
1821,Taos County,6.7     ,5.5     ,4.9,5.5,8.9,10.7,10.4,10.3,10.1,9.7,NM
1822,Torrance County,5.5     ,4.3     ,4.6,5.6,9.4,11.8,11.6,10.6,10.0,9.5,NM
1823,Union County,3.6     ,3.0     ,2.7,2.9,5.6,6.9,5.3,4.9,5.1,5.1,NM
1824,Valencia County,5.3     ,4.3     ,3.9,5.1,8.5,9.7,9.2,8.8,8.3,7.7,NM
1825,Albany County,3.9     ,3.8     ,3.9,4.9,6.8,7.0,6.9,7.1,6.1,4.9,NY
1826,Allegany County,5.8     ,5.2     ,5.5,6.4,8.7,9.2,8.9,8.4,7.5,6.2,NY
1827,Bronx County,7.6     ,6.7     ,6.8,7.6,12.0,12.0,12.0,12.5,11.7,9.8,NY
1828,Broome County,4.9     ,4.6     ,4.4,5.6,8.2,8.7,8.6,8.7,7.8,6.6,NY
1829,Cattaraugus County,5.4     ,5.1     ,5.1,6.1,8.6,9.5,9.3,9.3,8.4,6.9,NY
1830,Cayuga County,4.9     ,4.7     ,4.4,5.5,8.3,8.5,8.1,8.3,7.4,6.0,NY
1831,Chautauqua County,4.8     ,4.5     ,4.5,5.5,8.3,8.9,8.2,8.5,8.0,6.8,NY
1832,Chemung County,5.3     ,4.8     ,4.6,5.6,8.9,8.4,7.8,8.4,7.9,6.3,NY
1833,Chenango County,4.9     ,4.8     ,4.9,6.4,8.9,9.2,8.7,8.6,7.3,6.2,NY
1834,Clinton County,5.3     ,5.3     ,5.6,6.5,9.3,9.8,9.6,9.5,8.4,6.7,NY
1835,Columbia County,3.9     ,3.7     ,3.9,4.8,7.4,7.3,7.1,7.1,6.0,4.7,NY
1836,Cortland County,5.4     ,5.3     ,5.2,6.4,9.1,8.9,8.5,8.6,7.7,6.4,NY
1837,Delaware County,4.4     ,4.3     ,4.3,6.0,8.5,8.8,8.7,8.7,7.9,6.5,NY
1838,Dutchess County,3.9     ,3.8     ,3.9,5.1,7.7,7.7,7.5,7.8,6.6,5.3,NY
1839,Erie County,5.2     ,4.9     ,4.7,5.7,8.1,8.3,8.0,8.3,7.4,6.1,NY
1840,Essex County,5.3     ,5.5     ,5.7,6.7,9.1,9.2,9.1,9.6,8.3,6.9,NY
1841,Franklin County,5.9     ,5.4     ,5.5,6.9,8.5,9.0,9.1,9.6,8.8,7.3,NY
1842,Fulton County,5.6     ,5.2     ,5.4,6.7,9.6,10.6,10.5,11.0,9.4,7.6,NY
1843,Genesee County,4.8     ,4.5     ,4.5,5.6,7.6,8.0,7.8,7.9,6.8,5.5,NY
1844,Greene County,4.8     ,4.7     ,4.8,5.9,8.3,9.1,9.3,9.8,8.6,6.7,NY
1845,Hamilton County,5.4     ,5.0     ,4.7,6.2,7.5,9.8,9.8,10.6,9.4,7.3,NY
1846,Herkimer County,5.3     ,4.9     ,4.9,6.1,8.0,8.6,8.7,8.8,7.8,6.8,NY
1847,Jefferson County,6.1     ,5.4     ,5.5,6.8,8.8,9.3,9.8,9.9,9.3,7.6,NY
1848,Kings County,6.2     ,5.4     ,5.4,6.0,9.9,9.9,9.6,9.8,9.4,7.7,NY
1849,Lewis County,6.0     ,5.4     ,5.4,6.7,8.8,9.1,9.7,10.0,9.5,7.8,NY
1850,Livingston County,5.0     ,4.8     ,4.9,5.9,8.4,8.1,7.6,7.9,7.1,5.8,NY
1851,Madison County,5.1     ,4.6     ,4.7,5.7,8.1,8.3,8.2,8.5,7.6,6.4,NY
1852,Monroe County,4.5     ,4.3     ,4.4,5.5,7.8,8.0,7.7,7.9,6.9,5.8,NY
1853,Montgomery County,5.3     ,5.7     ,5.8,7.1,9.5,10.1,10.2,10.4,9.2,7.5,NY
1854,Nassau County,4.0     ,3.7     ,3.7,4.7,6.9,7.1,6.8,7.0,5.9,4.8,NY
1855,New York County,5.1     ,4.3     ,4.3,4.9,8.4,8.6,7.8,8.0,7.4,6.1,NY
1856,Niagara County,5.5     ,5.3     ,5.3,6.7,9.3,9.6,9.1,9.3,8.4,6.9,NY
1857,Oneida County,4.8     ,4.3     ,4.3,5.4,7.4,7.6,8.0,8.2,7.5,6.1,NY
1858,Onondaga County,4.5     ,4.3     ,4.1,5.2,7.6,8.0,7.7,7.9,6.8,5.6,NY
1859,Ontario County,4.5     ,4.3     ,4.2,5.2,7.3,7.4,7.1,7.3,6.3,5.3,NY
1860,Orange County,4.2     ,4.2     ,4.3,5.4,7.8,8.0,7.7,7.9,6.8,5.5,NY
1861,Orleans County,5.6     ,5.6     ,5.8,6.9,9.3,9.6,9.3,9.7,9.1,7.6,NY
1862,Oswego County,6.2     ,5.8     ,5.6,7.0,9.8,10.6,10.8,10.9,9.8,8.0,NY
1863,Otsego County,4.5     ,4.4     ,4.5,5.7,7.5,7.6,7.7,7.9,6.8,5.7,NY
1864,Putnam County,3.7     ,3.5     ,3.4,4.4,6.7,7.2,6.9,7.1,6.1,4.9,NY
1865,Queens County,5.2     ,4.5     ,4.5,5.0,8.4,8.6,8.1,8.3,7.7,6.4,NY
1866,Rensselaer County,4.2     ,4.1     ,4.3,5.2,7.4,7.8,7.6,7.7,6.7,5.3,NY
1867,Richmond County,5.3     ,4.5     ,4.6,5.1,8.2,9.4,9.1,9.3,8.7,7.2,NY
1868,Rockland County,4.0     ,3.7     ,3.9,4.8,6.9,7.5,7.1,7.2,6.2,5.1,NY
1869,St. Lawrence County,6.1     ,5.7     ,5.8,7.1,9.8,10.3,10.4,10.2,9.1,7.7,NY
1870,Saratoga County,3.6     ,3.5     ,3.7,4.6,6.3,6.9,6.7,6.8,5.8,4.6,NY
1871,Schenectady County,4.2     ,4.0     ,4.1,5.1,7.3,7.6,7.5,7.7,6.7,5.4,NY
1872,Schoharie County,5.0     ,5.1     ,5.8,6.9,8.9,8.9,9.0,9.2,8.1,6.6,NY
1873,Schuyler County,5.5     ,5.0     ,5.0,5.8,8.3,9.1,8.8,9.3,8.6,6.9,NY
1874,Seneca County,4.6     ,4.5     ,4.4,5.5,7.6,8.2,7.9,8.0,6.9,5.7,NY
1875,Steuben County,5.7     ,5.2     ,5.2,6.1,9.6,9.6,9.1,9.4,8.5,6.9,NY
1876,Suffolk County,4.2     ,3.9     ,3.9,5.0,7.3,7.7,7.6,7.8,6.5,5.3,NY
1877,Sullivan County,4.8     ,5.0     ,5.2,6.5,8.7,8.9,8.9,9.1,8.2,6.7,NY
1878,Tioga County,4.7     ,4.3     ,4.7,5.3,8.1,8.0,7.7,7.9,7.2,6.1,NY
1879,Tompkins County,3.6     ,3.4     ,3.4,4.1,5.9,6.2,6.1,6.1,5.2,4.3,NY
1880,Ulster County,4.3     ,4.1     ,4.3,5.5,7.7,7.8,7.9,8.3,7.2,5.8,NY
1881,Warren County,4.6     ,4.5     ,4.5,5.6,7.9,9.0,8.9,9.1,8.1,6.5,NY
1882,Washington County,4.5     ,4.1     ,4.1,5.3,7.4,8.2,8.1,8.2,7.4,6.0,NY
1883,Wayne County,4.9     ,4.6     ,4.7,5.9,8.3,8.9,8.4,8.6,7.6,6.2,NY
1884,Westchester County,4.0     ,3.8     ,3.7,4.8,7.1,7.4,7.1,7.3,6.3,5.1,NY
1885,Wyoming County,5.2     ,4.8     ,4.9,6.2,9.0,9.5,8.7,8.8,7.9,6.5,NY
1886,Yates County,4.3     ,4.2     ,4.2,4.9,6.7,7.4,7.5,7.7,6.7,5.6,NY
1887,Alamance County,6.0     ,5.5     ,5.1,6.4,11.7,10.9,9.6,8.5,7.3,5.6,NC
1888,Alexander County,5.4     ,4.8     ,5.2,7.0,13.9,13.1,11.3,9.5,7.7,5.5,NC
1889,Alleghany County,5.5     ,5.0     ,5.2,7.4,11.8,12.0,12.2,10.4,8.7,6.7,NC
1890,Anson County,7.4     ,7.5     ,7.3,8.8,14.8,14.1,12.2,10.8,9.4,7.0,NC
1891,Ashe County,5.7     ,5.6     ,5.0,6.7,12.0,11.8,10.9,10.4,9.1,6.8,NC
1892,Avery County,5.4     ,4.9     ,4.7,5.7,9.2,10.8,11.1,10.6,8.8,6.4,NC
1893,Beaufort County,6.4     ,5.7     ,5.6,7.1,11.4,11.7,11.1,10.5,9.4,7.2,NC
1894,Bertie County,7.1     ,6.5     ,5.6,7.6,10.9,11.8,12.1,11.4,10.0,7.8,NC
1895,Bladen County,7.4     ,6.4     ,6.2,7.7,12.2,13.3,13.3,12.6,11.4,9.2,NC
1896,Brunswick County,5.0     ,4.5     ,4.5,6.3,10.7,12.5,12.2,11.1,9.6,7.6,NC
1897,Buncombe County,4.4     ,3.7     ,3.5,4.7,8.3,8.5,7.9,7.2,5.9,4.6,NC
1898,Burke County,6.3     ,5.7     ,6.0,8.1,14.1,12.9,11.4,9.8,8.3,6.2,NC
1899,Cabarrus County,4.6     ,4.1     ,4.4,5.7,11.0,11.5,10.4,8.9,7.5,5.6,NC
1900,Caldwell County,8.1     ,7.5     ,7.1,7.7,15.0,14.8,13.2,11.5,9.5,7.1,NC
1901,Camden County,4.1     ,4.2     ,4.0,5.4,8.4,8.4,8.5,7.8,7.0,6.0,NC
1902,Carteret County,4.6     ,4.1     ,4.0,5.3,8.7,9.6,9.6,8.8,7.6,6.0,NC
1903,Caswell County,7.8     ,7.1     ,6.7,8.0,12.5,13.2,11.7,10.5,8.8,7.0,NC
1904,Catawba County,6.2     ,5.3     ,5.5,7.1,14.0,13.1,11.6,10.1,8.5,6.3,NC
1905,Chatham County,4.0     ,3.8     ,3.8,4.9,7.9,8.6,8.1,7.8,6.1,4.7,NC
1906,Cherokee County,6.0     ,5.4     ,6.2,9.1,15.3,12.9,11.8,10.9,9.1,7.0,NC
1907,Chowan County,4.9     ,5.0     ,6.1,8.6,11.8,12.0,12.1,10.8,9.7,7.7,NC
1908,Clay County,4.2     ,3.9     ,4.0,6.4,11.7,12.5,11.5,10.3,8.6,6.4,NC
1909,Cleveland County,7.0     ,6.3     ,6.0,8.2,15.1,14.8,12.3,11.0,9.4,7.1,NC
1910,Columbus County,6.4     ,5.6     ,5.4,7.7,12.9,13.4,13.3,12.2,10.2,8.3,NC
1911,Craven County,4.7     ,4.4     ,4.3,5.9,10.4,10.7,10.5,9.4,8.6,6.8,NC
1912,Cumberland County,5.4     ,5.4     ,5.3,6.1,8.9,10.1,10.5,10.4,9.5,7.8,NC
1913,Currituck County,3.0     ,3.3     ,3.2,4.3,6.9,8.9,8.9,8.3,7.6,6.1,NC
1914,Dare County,4.7     ,4.5     ,4.9,6.3,10.1,12.1,12.9,12.2,10.8,8.2,NC
1915,Davidson County,6.0     ,5.8     ,5.6,7.1,12.8,12.3,11.0,9.7,8.1,6.2,NC
1916,Davie County,4.2     ,4.2     ,4.9,6.0,11.3,11.8,10.5,9.0,7.4,5.7,NC
1917,Duplin County,6.0     ,5.2     ,4.4,5.8,9.4,9.3,9.5,9.1,8.0,6.3,NC
1918,Durham County,4.3     ,3.9     ,3.8,4.7,7.8,8.2,8.1,7.4,6.2,5.0,NC
1919,Edgecombe County,8.4     ,8.0     ,7.5,10.1,15.8,15.7,15.5,14.2,12.9,10.1,NC
1920,Forsyth County,4.7     ,4.3     ,4.4,5.6,9.5,10.1,9.8,8.8,7.5,5.9,NC
1921,Franklin County,4.8     ,4.2     ,4.4,6.2,10.3,10.9,10.6,9.6,8.0,6.2,NC
1922,Gaston County,6.1     ,5.5     ,5.7,7.5,13.8,13.5,11.8,10.3,8.9,6.5,NC
1923,Gates County,4.1     ,4.0     ,4.3,5.3,7.4,8.0,8.2,7.7,7.0,5.9,NC
1924,Graham County,6.9     ,6.4     ,7.1,10.6,17.1,17.6,18.0,17.6,15.1,12.9,NC
1925,Granville County,6.0     ,5.2     ,5.1,6.7,10.5,9.7,8.9,8.1,7.1,5.5,NC
1926,Greene County,6.2     ,5.4     ,5.4,6.5,10.4,10.1,9.6,8.6,7.9,6.2,NC
1927,Guilford County,5.1     ,4.6     ,4.7,6.0,10.6,11.1,10.4,9.5,8.2,6.4,NC
1928,Halifax County,7.2     ,6.5     ,6.4,8.9,13.6,14.7,14.5,13.4,11.7,9.5,NC
1929,Harnett County,5.3     ,4.9     ,4.8,6.6,11.4,11.3,11.3,10.5,9.2,7.2,NC
1930,Haywood County,4.5     ,4.0     ,4.0,5.6,9.6,10.3,10.0,9.0,7.6,5.5,NC
1931,Henderson County,4.2     ,3.6     ,3.5,4.7,8.8,9.1,8.4,7.4,6.1,4.8,NC
1932,Hertford County,5.9     ,5.5     ,5.2,6.6,9.6,10.6,11.3,10.7,9.3,7.2,NC
1933,Hoke County,5.8     ,5.3     ,5.1,5.7,8.0,10.1,10.7,10.5,9.6,7.9,NC
1934,Hyde County,5.9     ,5.3     ,5.7,6.9,8.7,11.1,13.3,13.3,11.2,8.9,NC
1935,Iredell County,5.0     ,4.4     ,4.6,6.4,12.7,12.9,11.3,9.8,8.3,6.1,NC
1936,Jackson County,4.1     ,3.6     ,3.7,5.0,8.9,10.9,11.0,10.3,8.5,6.4,NC
1937,Johnston County,4.5     ,4.0     ,4.1,5.7,9.9,9.9,9.4,8.4,7.0,5.5,NC
1938,Jones County,4.9     ,4.6     ,4.4,6.4,10.8,11.2,10.6,9.8,8.3,6.4,NC
1939,Lee County,5.6     ,5.4     ,5.6,7.5,14.2,12.8,12.3,11.3,10.1,8.1,NC
1940,Lenoir County,5.8     ,5.6     ,5.3,7.2,11.8,11.9,10.8,9.7,8.6,7.0,NC
1941,Lincoln County,5.6     ,5.0     ,4.9,7.2,13.9,12.7,11.2,9.6,8.2,5.9,NC
1942,McDowell County,7.1     ,6.1     ,5.6,8.1,15.2,13.3,12.3,10.8,8.9,6.3,NC
1943,Macon County,4.7     ,4.4     ,4.1,5.9,11.0,11.5,11.3,10.5,9.0,6.5,NC
1944,Madison County,5.1     ,4.1     ,3.9,5.6,9.4,10.4,10.2,9.6,7.9,5.8,NC
1945,Martin County,5.8     ,5.5     ,5.3,6.4,10.7,12.7,12.3,11.9,10.3,7.7,NC
1946,Mecklenburg County,5.0     ,4.5     ,4.5,5.9,10.6,10.7,9.9,8.7,7.5,5.9,NC
1947,Mitchell County,7.3     ,6.2     ,7.1,8.0,12.4,12.4,11.8,12.1,10.9,7.5,NC
1948,Montgomery County,6.8     ,6.7     ,6.3,8.1,13.5,12.3,11.7,10.5,8.2,6.4,NC
1949,Moore County,5.1     ,4.8     ,4.6,6.1,10.1,10.1,9.5,8.7,7.7,5.9,NC
1950,Nash County,6.0     ,5.5     ,5.3,7.4,12.0,12.6,12.5,11.5,10.3,7.9,NC
1951,New Hanover County,4.1     ,3.7     ,3.8,5.1,9.3,9.7,9.5,8.6,7.5,5.8,NC
1952,Northampton County,6.7     ,5.7     ,6.0,7.7,11.3,11.6,12.2,11.4,9.9,7.9,NC
1953,Onslow County,5.3     ,4.4     ,4.5,5.6,8.5,8.3,8.3,8.0,7.0,5.9,NC
1954,Orange County,3.7     ,3.3     ,3.2,4.0,6.5,6.6,6.5,6.1,5.3,4.4,NC
1955,Pamlico County,4.5     ,4.6     ,4.3,5.9,10.0,10.2,9.7,9.0,8.4,6.5,NC
1956,Pasquotank County,4.8     ,5.0     ,5.0,6.8,9.9,9.9,10.3,10.0,9.6,8.0,NC
1957,Pender County,4.8     ,4.2     ,4.2,6.0,10.9,11.4,11.3,10.4,8.9,6.9,NC
1958,Perquimans County,4.8     ,5.2     ,5.2,6.7,10.6,10.6,10.9,10.3,9.4,7.6,NC
1959,Person County,6.4     ,6.2     ,6.7,7.2,11.3,12.4,11.8,10.9,9.9,7.4,NC
1960,Pitt County,5.8     ,5.2     ,5.1,6.4,10.1,10.2,10.1,9.1,8.0,6.3,NC
1961,Polk County,4.2     ,3.5     ,3.4,4.8,9.1,10.1,9.2,8.3,6.4,5.2,NC
1962,Randolph County,4.8     ,4.6     ,4.7,6.3,11.2,12.0,10.9,9.8,8.5,6.3,NC
1963,Richmond County,7.7     ,7.5     ,7.4,9.2,14.0,14.7,14.4,13.1,11.5,8.7,NC
1964,Robeson County,6.8     ,6.2     ,6.2,7.9,11.9,13.7,14.2,13.1,11.7,9.2,NC
1965,Rockingham County,6.6     ,5.9     ,6.2,7.4,12.6,13.2,12.2,11.2,9.6,7.3,NC
1966,Rowan County,5.4     ,5.0     ,6.0,6.8,12.7,14.1,12.4,10.8,9.1,6.7,NC
1967,Rutherford County,8.6     ,7.7     ,6.4,8.0,16.3,16.7,14.5,13.1,11.1,8.4,NC
1968,Sampson County,4.9     ,4.6     ,4.0,5.3,8.8,9.7,9.6,9.0,7.7,6.2,NC
1969,Scotland County,9.7     ,8.9     ,10.0,10.9,16.8,17.6,17.9,17.0,14.9,11.7,NC
1970,Stanly County,5.4     ,5.1     ,4.9,6.5,12.1,13.2,11.7,9.8,8.0,5.9,NC
1971,Stokes County,5.0     ,4.3     ,4.4,5.8,10.6,11.4,10.3,9.1,7.6,5.8,NC
1972,Surry County,5.9     ,5.1     ,5.3,7.7,12.4,12.0,10.8,9.6,8.3,6.1,NC
1973,Swain County,6.9     ,5.6     ,6.3,7.8,11.9,14.7,15.5,14.6,12.3,8.9,NC
1974,Transylvania County,5.3     ,4.2     ,3.7,5.1,9.3,9.8,9.4,8.7,7.4,5.8,NC
1975,Tyrrell County,7.3     ,5.8     ,5.6,7.0,10.8,14.8,14.8,13.4,12.4,9.5,NC
1976,Union County,4.5     ,3.9     ,3.9,5.5,10.0,10.0,9.1,7.8,6.5,5.1,NC
1977,Vance County,8.6     ,7.5     ,6.6,8.8,13.7,14.1,14.8,13.4,11.4,9.2,NC
1978,Wake County,4.1     ,3.6     ,3.5,4.6,8.3,8.3,7.9,7.1,6.0,4.8,NC
1979,Warren County,7.1     ,6.3     ,6.2,8.4,13.2,13.7,13.9,12.4,10.8,8.7,NC
1980,Washington County,6.6     ,6.7     ,6.4,7.6,11.8,14.3,16.8,15.2,12.3,9.4,NC
1981,Watauga County,4.0     ,3.7     ,3.4,4.7,7.9,7.8,7.9,7.4,6.4,5.1,NC
1982,Wayne County,5.2     ,4.7     ,4.5,5.7,8.8,9.2,9.0,8.4,7.7,6.3,NC
1983,Wilkes County,5.7     ,5.4     ,5.4,7.5,12.7,13.4,11.7,10.3,8.9,6.5,NC
1984,Wilson County,8.0     ,7.1     ,6.3,7.7,12.6,13.9,13.9,12.9,11.6,9.3,NC
1985,Yadkin County,4.6     ,4.3     ,4.3,5.6,10.4,11.0,10.2,9.0,7.5,5.4,NC
1986,Yancey County,7.2     ,5.6     ,5.8,7.6,11.9,11.8,11.3,10.6,9.4,6.6,NC
1987,Adams County,3.3     ,3.0     ,2.5,2.4,3.2,3.0,2.9,2.9,2.6,2.9,ND
1988,Barnes County,3.4     ,3.6     ,3.1,2.9,4.3,4.5,4.0,3.5,3.2,3.2,ND
1989,Benson County,5.6     ,6.0     ,6.6,6.4,6.0,5.5,6.2,7.0,7.7,6.8,ND
1990,Billings County,2.8     ,2.5     ,2.6,2.1,2.5,3.3,3.9,3.4,2.9,3.0,ND
1991,Bottineau County,4.0     ,3.7     ,3.6,3.2,3.8,4.1,3.8,3.5,4.0,3.7,ND
1992,Bowman County,2.4     ,2.2     ,2.0,2.1,3.0,2.6,2.2,1.8,2.0,1.8,ND
1993,Burke County,2.6     ,2.6     ,2.6,2.4,3.2,3.0,2.5,2.1,2.3,2.8,ND
1994,Burleigh County,2.8     ,2.7     ,2.7,2.8,3.5,3.6,3.2,2.8,2.5,2.5,ND
1995,Cass County,2.7     ,2.6     ,2.6,2.7,4.1,3.5,3.2,2.9,2.8,2.5,ND
1996,Cavalier County,3.7     ,3.4     ,3.0,3.1,3.4,3.2,3.2,3.3,3.5,3.1,ND
1997,Dickey County,2.7     ,2.7     ,2.7,3.0,5.2,3.3,3.0,2.8,2.4,2.2,ND
1998,Divide County,3.3     ,3.8     ,3.3,3.2,3.6,2.2,1.9,1.6,1.5,1.5,ND
1999,Dunn County,3.4     ,3.3     ,3.8,3.2,4.2,3.2,2.1,1.5,1.4,1.3,ND
2000,Eddy County,5.6     ,5.1     ,5.5,5.6,5.3,5.0,5.1,5.3,6.3,5.9,ND
2001,Emmons County,5.2     ,4.9     ,5.2,4.9,6.7,7.0,6.2,5.5,5.5,5.9,ND
2002,Foster County,3.0     ,3.4     ,3.4,3.0,3.6,3.5,3.2,3.1,3.5,3.2,ND
2003,Golden Valley County,3.2     ,3.2     ,2.7,2.8,3.5,2.7,2.6,2.5,2.3,2.2,ND
2004,Grand Forks County,3.2     ,3.0     ,2.9,3.0,4.0,3.5,3.7,3.4,3.0,2.9,ND
2005,Grant County,4.0     ,3.6     ,3.6,4.1,4.2,3.8,3.6,3.3,3.1,3.0,ND
2006,Griggs County,2.9     ,3.1     ,2.7,2.4,3.3,3.0,3.1,2.8,2.4,2.5,ND
2007,Hettinger County,3.7     ,3.5     ,4.0,3.5,3.7,3.3,3.0,2.8,2.8,2.3,ND
